Unnamed: 0,Code.1,Code.2,Year,County,State,Unrate,State FIPS Code,County FIPS Code,State_y,County_y,"Poverty Estimate, All Ages","Poverty Percent, All Ages",Median Household Income,Total law enforcement employees,Total officers,Total civilians,SUMLEV,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,id,25_collegedegree_higher
88,41,33,2012,Josephine County,OR,12.1,41,33,OR,Josephine,18147,22.2,35109,38,8,30,50,82789,40448,42341,37955,39780,222,159,636,595,284,444,87,82,1264,1281,2814,2705,71,0,1,6,64,825,322,411,92,4,2012-OR-Josephine,16.4
89,41,35,2012,Klamath County,OR,11.7,41,35,OR,Klamath,12933,19.9,38193,68,27,41,50,65936,32856,33080,29484,29665,274,229,1516,1514,302,382,62,54,1218,1236,3837,3507,71,2,12,11,46,386,133,183,70,7,2012-OR-Klamath,19.5
90,41,37,2012,Lake County,OR,12.9,41,37,OR,Lake,1455,19.8,38668,21,8,13,50,7789,4132,3657,3838,3413,34,7,100,67,33,46,3,6,124,118,280,301,,,,,,,,,,,2012-OR-Lake,19.8
91,41,39,2012,Lane County,OR,8.9,41,39,OR,Lane,76710,22.1,41123,282,53,229,50,355217,174791,180426,158170,163367,2185,1519,2514,2444,4327,5393,473,381,7122,7322,14077,13549,203,7,22,21,153,1105,436,558,111,12,2012-OR-Lane,27.5
92,41,41,2012,Lincoln County,OR,9.9,41,41,OR,Lincoln,8441,18.5,39738,87,27,60,50,46180,22450,23730,20234,21435,190,106,929,937,216,346,37,44,844,862,2020,1832,44,0,4,4,36,341,99,218,24,8,2012-OR-Lincoln,24
93,41,43,2012,Linn County,OR,10.7,41,43,OR,Linn,20653,17.6,43837,163,76,87,50,118293,58409,59884,54723,56091,424,310,880,934,517,698,99,97,1766,1754,4969,4556,35,0,10,9,16,1135,308,736,91,4,2012-OR-Linn,16.1
94,41,45,2012,Malheur County,OR,9.4,41,45,OR,Malheur,7089,25.8,33994,62,19,43,50,30755,16712,14043,15357,13121,343,95,342,239,286,251,29,29,355,308,5380,4569,1,0,0,0,1,185,57,118,10,0,2012-OR-Malheur,13.7
95,41,47,2012,Marion County,OR,10,41,47,OR,Marion,62869,20.2,45631,338,96,242,50,319865,159298,160567,143037,144872,2658,1636,4125,3822,3199,3813,1345,1444,4934,4980,41896,38062,70,2,17,18,33,2448,511,1636,301,9,2012-OR-Marion,20.8
96,41,49,2012,Morrow County,OR,8.1,41,49,OR,Morrow,1735,15.5,50246,27,27,0,50,11226,5765,5461,5438,5150,56,43,109,99,24,41,11,18,127,110,1982,1706,12,1,2,1,8,177,46,120,11,2,2012-OR-Morrow,11.1
97,41,51,2012,Multnomah County,OR,7.6,41,51,OR,Multnomah,136065,18.3,51580,736,102,634,50,760505,375977,384528,304721,309236,22197,22040,5878,5345,24748,28734,2448,2355,15985,16818,43550,39431,43,0,12,3,28,997,134,809,54,1,2012-OR-Multnomah,39.2
98,41,53,2012,Polk County,OR,8.9,41,53,OR,Polk,12063,16.2,49636,57,22,35,50,76227,36943,39284,33562,35778,348,222,933,976,677,848,146,126,1277,1334,4929,4616,39,0,1,0,38,300,91,190,19,0,2012-OR-Polk,28.5
99,41,55,2012,Sherman County,OR,10.8,41,55,OR,Sherman,255,14.8,52251,9,8,1,50,1748,878,870,839,831,2,3,21,23,1,3,1,0,14,10,60,56,2,0,1,0,1,42,6,34,2,0,2012-OR-Sherman,14.8
100,41,57,2012,Tillamook County,OR,9.7,41,57,OR,Tillamook,3808,15.4,43558,60,56,4,50,25276,12717,12559,12023,11902,86,35,210,171,90,135,29,33,279,283,1264,1138,6,0,0,1,5,263,88,163,12,4,2012-OR-Tillamook,20.3
101,41,59,2012,Umatilla County,OR,9.1,41,59,OR,Umatilla,12730,17.5,46725,74,49,25,50,77011,40166,36845,36534,33626,567,200,1664,1608,392,436,73,79,936,896,10288,8769,22,2,4,2,14,566,149,299,118,4,2012-OR-Umatilla,14.8
102,41,61,2012,Union County,OR,9.4,41,61,OR,Union,4770,19,41504,30,17,13,50,25801,12688,13113,11876,12351,95,45,163,160,111,150,159,132,284,275,552,526,17,0,8,0,9,234,65,151,18,2,2012-OR-Union,21.5
103,41,63,2012,Wallowa County,OR,11.5,41,63,OR,Wallowa,1113,16.6,40554,13,7,6,50,6800,3333,3467,3227,3329,13,14,26,28,6,16,3,5,58,75,84,75,0,0,0,0,0,29,9,20,0,1,2012-OR-Wallowa,22.3
104,41,65,2012,Wasco County,OR,8.4,41,65,OR,Wasco,4229,17,41324,29,16,13,50,25375,12568,12807,11428,11684,80,66,584,549,95,145,90,94,291,269,2158,1913,13,0,1,0,12,153,52,92,9,1,2012-OR-Wasco,20.6
105,41,67,2012,Washington County,OR,7.1,41,67,OR,Washington,65373,12.1,63566,539,237,302,50,548651,270067,278584,224168,230949,6205,5099,3131,3106,24666,27372,1447,1391,10450,10667,44852,42645,317,6,75,63,173,2669,556,1946,167,26,2012-OR-Washington,39.5
106,41,69,2012,Wheeler County,OR,6.9,41,69,OR,Wheeler,305,21.8,33973,12,3,9,50,1411,704,707,666,660,0,2,14,7,3,6,0,3,21,29,47,21,,,,,,,,,,,2012-OR-Wheeler,14.8
107,41,71,2012,Yamhill County,OR,8.5,41,71,OR,Yamhill,16130,16.9,49656,96,45,51,50,99933,50096,49837,45943,46188,687,310,1089,909,785,920,142,65,1450,1445,8258,6833,32,1,9,3,19,679,236,406,37,6,2012-OR-Yamhill,22.5
108,41,1,2013,Baker County,OR,9.5,41,1,OR,Baker,2273,14.5,42200,24,11,13,50,16027,8116,7911,7703,7518,65,30,106,107,38,63,4,6,200,187,293,303,2,0,0,0,2,89,39,42,8,0,2013-OR-Baker,20.9
109,41,3,2013,Benton County,OR,5.6,41,3,OR,Benton,16999,20.8,50714,78,64,14,50,86228,43326,42902,38040,38005,566,380,386,392,2760,2516,115,102,1459,1507,2965,2902,30,0,1,4,25,232,48,167,17,7,2013-OR-Benton,50
110,41,5,2013,Clackamas County,OR,7,41,5,OR,Clackamas,37313,9.7,66514,437,225,212,50,387571,190816,196755,173155,178004,2113,1758,2083,2060,6951,8400,575,485,5939,6048,16123,15123,166,2,36,64,64,5289,875,3967,447,7,2013-OR-Clackamas,31.8
111,41,7,2013,Clatsop County,OR,7.7,41,7,OR,Clatsop,6118,16.7,43048,52,25,27,50,37143,18349,18794,17170,17565,135,132,249,242,234,320,54,55,507,480,1501,1442,11,0,1,0,10,186,45,130,11,2,2013-OR-Clatsop,23.2
112,41,9,2013,Columbia County,OR,9.5,41,9,OR,Columbia,5766,11.8,55222,14,11,3,50,49271,24585,24686,23055,22999,151,120,347,360,160,326,59,61,813,820,1153,1107,5,0,1,0,4,64,36,23,5,0,2013-OR-Columbia,18.1
113,41,11,2013,Coos County,OR,10.1,41,11,OR,Coos,11973,19.6,37583,91,28,63,50,62409,30775,31634,28123,28689,206,141,855,934,270,463,65,94,1256,1313,1879,1831,22,3,1,0,18,528,161,339,28,2,2013-OR-Coos,18
114,41,13,2013,Crook County,OR,12,41,13,OR,Crook,3597,17.4,43343,29,17,12,50,20702,10250,10452,9817,9956,32,33,138,160,51,89,7,6,205,208,798,756,15,0,1,1,13,132,47,85,0,1,2013-OR-Crook,14.5
115,41,15,2013,Curry County,OR,10.5,41,15,OR,Curry,4148,18.7,37175,34,12,22,50,22252,10952,11300,10216,10515,62,35,246,244,60,124,10,11,358,371,743,686,18,0,1,0,17,248,89,139,20,6,2013-OR-Curry,20.7
116,41,17,2013,Deschutes County,OR,9.4,41,17,OR,Deschutes,25103,15.2,49427,210,82,128,50,165385,81400,83985,77315,79633,434,307,955,938,649,1007,129,117,1918,1983,6257,6281,93,2,14,4,73,824,192,592,40,4,2013-OR-Deschutes,31
117,41,19,2013,Douglas County,OR,10.4,41,19,OR,Douglas,20585,19.5,40243,144,112,32,50,106645,52608,54037,49241,50385,234,176,1043,1033,447,665,76,67,1567,1711,2709,2721,,,,,,,,,,,2013-OR-Douglas,16.1
118,41,21,2013,Gilliam County,OR,9.5,41,21,OR,Gilliam,229,11.9,50027,7,6,1,50,1940,990,950,932,908,4,2,18,7,6,6,5,8,25,19,63,58,0,0,0,0,0,17,1,16,0,3,2013-OR-Gilliam,14.7
119,41,23,2013,Grant County,OR,12.2,41,23,OR,Grant,1295,18,40569,17,5,12,50,7271,3637,3634,3450,3454,14,4,60,48,17,19,2,7,94,102,130,126,0,0,0,0,0,38,4,33,1,0,2013-OR-Grant,20.5
120,41,25,2013,Harney County,OR,11.4,41,25,OR,Harney,1268,18.1,37041,20,14,6,50,7167,3632,3535,3349,3245,23,23,131,146,13,23,0,1,116,97,180,150,3,0,0,0,3,29,4,22,3,0,2013-OR-Harney,15.6
121,41,27,2013,Hood River County,OR,6.2,41,27,OR,Hood River,3315,14.8,50891,27,16,11,50,22574,11346,11228,10690,10562,80,63,139,110,158,182,27,26,252,285,3651,3237,24,0,2,3,19,194,35,147,12,0,2013-OR-Hood River,30.5
122,41,29,2013,Jackson County,OR,9.6,41,29,OR,Jackson,38475,18.7,43393,166,108,58,50,207313,100992,106321,93708,98960,1011,575,1631,1533,1059,1635,342,352,3241,3266,12517,11659,137,3,15,10,109,1430,365,996,69,14,2013-OR-Jackson,24.8
123,41,31,2013,Jefferson County,OR,10.3,41,31,OR,Jefferson,4558,21.8,41107,34,15,19,50,21869,11317,10552,8601,7977,148,84,2157,2038,70,87,27,22,314,344,2251,2042,,,,,,,,,,,2013-OR-Jefferson,17.3
124,41,33,2013,Josephine County,OR,10.9,41,33,OR,Josephine,15955,19.4,37619,38,8,30,50,83175,40642,42533,38061,39899,223,165,656,611,303,445,79,83,1320,1330,2905,2765,,,,,,,,,,,2013-OR-Josephine,17
125,41,35,2013,Klamath County,OR,10.6,41,35,OR,Klamath,11811,18.2,37542,68,27,41,50,65719,32794,32925,29371,29446,288,229,1551,1525,287,393,62,51,1235,1281,4024,3619,59,6,14,8,31,803,243,473,87,18,2013-OR-Klamath,19.7
126,41,37,2013,Lake County,OR,11.2,41,37,OR,Lake,1543,20.9,37856,21,8,13,50,7800,4146,3654,3843,3395,33,8,101,74,33,47,4,6,132,124,281,304,,,,,,,,,,,2013-OR-Lake,18.6
127,41,39,2013,Lane County,OR,7.9,41,39,OR,Lane,73471,21.1,43778,269,58,211,50,355654,174931,180723,157999,163291,2206,1507,2570,2526,4407,5505,487,391,7262,7503,14372,13937,,,,,,,,,,,2013-OR-Lane,27.7
128,41,41,2013,Lincoln County,OR,8.7,41,41,OR,Lincoln,9206,20.1,39801,87,27,60,50,46351,22499,23852,20313,21512,197,120,902,933,225,353,39,43,823,891,2062,1834,29,0,5,2,22,428,134,266,28,2,2013-OR-Lincoln,24.4
129,41,43,2013,Linn County,OR,9.5,41,43,OR,Linn,22370,19,44941,165,50,115,50,118439,58475,59964,54751,56113,434,322,891,939,505,731,100,102,1794,1757,5070,4618,22,1,8,7,6,1059,332,635,92,8,2013-OR-Linn,16.9
130,41,45,2013,Malheur County,OR,8.4,41,45,OR,Malheur,8016,29.4,34565,62,19,43,50,30642,16656,13986,15309,13024,349,98,339,252,284,248,29,31,346,333,5371,4597,2,1,0,0,1,140,28,105,7,1,2013-OR-Malheur,13.1
131,41,47,2013,Marion County,OR,8.7,41,47,OR,Marion,58836,18.8,46919,339,91,248,50,321491,160168,161323,143413,145105,2834,1785,4213,3914,3236,3889,1394,1500,5078,5130,42511,38806,80,2,22,23,33,2495,522,1670,303,4,2013-OR-Marion,21.2
132,41,49,2013,Morrow County,OR,7.6,41,49,OR,Morrow,1903,16.8,51289,29,14,15,50,11197,5763,5434,5416,5112,65,47,107,94,20,42,13,19,142,120,2020,1750,8,0,2,1,5,141,21,108,12,0,2013-OR-Morrow,9.7
133,41,51,2013,Multnomah County,OR,6.7,41,51,OR,Multnomah,137021,18.2,53624,746,116,630,50,766977,379359,387618,306848,311311,22282,22135,5962,5294,25310,29542,2460,2320,16497,17016,44287,40243,61,0,4,9,48,700,75,585,40,0,2013-OR-Multnomah,39.9
134,41,53,2013,Polk County,OR,8,41,53,OR,Polk,13680,18.3,51224,52,18,34,50,76568,37118,39450,33699,35889,356,251,953,1014,678,847,142,128,1290,1321,5072,4739,54,1,2,2,49,300,85,194,21,2,2013-OR-Polk,29
135,41,55,2013,Sherman County,OR,9.2,41,55,OR,Sherman,294,17.1,52679,9,8,1,50,1728,873,855,832,817,2,3,21,20,1,3,1,0,16,12,63,53,2,0,0,0,2,29,8,16,5,0,2013-OR-Sherman,16.5
136,41,57,2013,Tillamook County,OR,8.3,41,57,OR,Tillamook,4116,16.6,41584,55,26,29,50,25332,12699,12633,11957,11952,86,38,204,172,90,140,32,36,330,295,1310,1186,13,2,1,2,8,237,70,147,20,3,2013-OR-Tillamook,20.7
137,41,59,2013,Umatilla County,OR,8.7,41,59,OR,Umatilla,12416,17.1,47053,74,49,25,50,76892,40135,36757,36522,33552,549,183,1640,1598,391,444,72,74,961,906,10424,8878,28,1,7,2,18,447,120,263,64,2,2013-OR-Umatilla,15.5
138,41,61,2013,Union County,OR,8.3,41,61,OR,Union,4806,19.4,41331,32,16,16,50,25531,12576,12955,11765,12176,101,48,163,154,111,156,162,129,274,292,553,548,6,0,3,0,3,156,33,106,17,2,2013-OR-Union,22.5
139,41,63,2013,Wallowa County,OR,11,41,63,OR,Wallowa,1011,15.1,42751,13,7,6,50,6769,3307,3462,3195,3320,14,15,28,26,9,19,4,5,57,77,82,78,,,,,,,,,,,2013-OR-Wallowa,24
140,41,65,2013,Wasco County,OR,7.5,41,65,OR,Wasco,4276,17.2,42461,29,16,13,50,25329,12585,12744,11444,11619,86,70,583,546,93,147,89,85,290,277,2174,1937,7,0,0,1,6,160,53,97,10,1,2013-OR-Wasco,20.1
141,41,67,2013,Washington County,OR,6.2,41,67,OR,Washington,59829,10.9,63632,539,237,302,50,555443,273596,281847,226290,232707,6267,5224,3147,3133,25545,28187,1471,1434,10876,11162,45539,43612,270,3,79,36,152,2433,518,1758,157,23,2013-OR-Washington,39.4
142,41,69,2013,Wheeler County,OR,6.2,41,69,OR,Wheeler,307,22.6,33065,4,3,1,50,1380,690,690,646,643,1,2,17,7,3,5,1,3,22,30,44,28,7,0,0,0,7,18,7,11,0,0,2013-OR-Wheeler,16.8
143,41,71,2013,Yamhill County,OR,7.4,41,71,OR,Yamhill,13623,14.3,57427,96,45,51,50,99926,50005,49921,45854,46232,703,333,1063,879,788,943,141,69,1456,1465,8351,6935,34,0,14,4,16,762,307,421,34,4,2013-OR-Yamhill,22.5
144,41,1,2014,Baker County,OR,8.2,41,1,OR,Baker,3232,20.6,38966,23,11,12,50,16030,8108,7922,7687,7519,65,32,109,106,46,68,6,6,195,191,314,315,12,0,0,0,12,41,10,30,1,0,2014-OR-Baker,20.4
145,41,3,2014,Benton County,OR,5,41,3,OR,Benton,15545,18.9,54089,75,63,12,50,87296,43963,43333,38459,38191,594,401,380,399,2886,2675,118,106,1526,1561,3092,2998,27,0,5,0,22,189,61,117,11,5,2014-OR-Benton,51.4
146,41,5,2014,Clackamas County,OR,6,41,5,OR,Clackamas,37450,9.5,65555,440,340,100,50,393544,193570,199974,175105,180379,2214,1764,2088,2092,7446,8908,584,488,6133,6343,16737,15717,,,,,,,,,,,2014-OR-Clackamas,32
147,41,7,2014,Clatsop County,OR,6.5,41,7,OR,Clatsop,5672,15.4,45132,50,23,27,50,37491,18525,18966,17302,17681,137,136,245,246,259,340,60,59,522,504,1542,1502,12,0,1,3,8,247,84,143,20,,2014-OR-Clatsop,23.6
148,41,9,2014,Columbia County,OR,8.3,41,9,OR,Columbia,5880,12,57517,44,40,4,50,49513,24732,24781,23140,23039,168,137,339,354,172,349,62,59,851,843,1181,1124,8,0,0,0,8,66,38,18,10,1,2014-OR-Columbia,17.1
149,41,11,2014,Coos County,OR,8.8,41,11,OR,Coos,12144,19.8,39956,86,21,65,50,62403,30782,31621,28047,28608,247,162,853,940,270,478,64,96,1301,1337,1974,1918,19,1,1,0,17,552,150,358,44,,2014-OR-Coos,18.8
150,41,13,2014,Crook County,OR,9.6,41,13,OR,Crook,3809,18.3,38155,28,17,11,50,20965,10334,10631,9877,10109,34,33,150,174,49,89,9,6,215,220,790,749,19,0,5,0,14,140,43,97,0,0,2014-OR-Crook,14.7
151,41,15,2014,Curry County,OR,9.9,41,15,OR,Curry,3780,17.1,40524,37,37,0,50,22167,10899,11268,10128,10445,60,34,269,259,68,136,13,12,361,382,757,703,,,,,,,,,,,2014-OR-Curry,22.2
152,41,17,2014,Deschutes County,OR,7.6,41,17,OR,Deschutes,22298,13.2,52387,225,157,68,50,169631,83555,86076,79256,81608,466,301,973,907,709,1057,137,119,2014,2084,6502,6513,80,0,18,3,59,810,196,568,46,15,2014-OR-Deschutes,31.3
153,41,19,2014,Douglas County,OR,9,41,19,OR,Douglas,21001,19.9,41504,141,104,37,50,106769,52639,54130,49192,50449,240,188,1080,1045,461,676,87,71,1579,1701,2791,2828,119,1,15,7,96,1149,265,730,154,8,2014-OR-Douglas,15.9
154,41,21,2014,Gilliam County,OR,7.8,41,21,OR,Gilliam,223,11.7,51978,7,6,1,50,1927,972,955,916,913,4,2,19,9,6,7,5,8,22,16,69,63,0,0,0,0,0,30,5,24,1,1,2014-OR-Gilliam,18.8
155,41,23,2014,Grant County,OR,10.3,41,23,OR,Grant,1190,16.8,41304,,,,50,7191,3571,3620,3382,3429,14,4,57,47,19,24,2,8,97,108,121,121,0,0,0,0,0,41,6,32,3,,2014-OR-Grant,19.5
156,41,25,2014,Harney County,OR,9.4,41,25,OR,Harney,1489,21.3,36340,18,12,6,50,7133,3601,3532,3304,3243,32,22,140,144,12,23,0,1,113,99,190,167,3,0,0,1,2,11,5,5,1,,2014-OR-Harney,16.9
157,41,27,2014,Hood River County,OR,5.3,41,27,OR,Hood River,3298,14.6,54063,28,17,11,50,22671,11373,11298,10718,10625,80,53,143,128,158,189,25,28,249,275,3700,3319,,,,,,,,,,,2014-OR-Hood River,32
158,41,29,2014,Jackson County,OR,8.3,41,29,OR,Jackson,37566,18.1,44835,166,108,58,50,209351,101980,107371,94497,99803,1025,612,1687,1571,1125,1668,324,342,3322,3375,12858,12008,175,3,15,14,143,1329,273,948,108,5,2014-OR-Jackson,25.1
159,41,31,2014,Jefferson County,OR,8.7,41,31,OR,Jefferson,4513,21.2,42753,38,15,23,50,22200,11508,10692,8696,7999,149,93,2227,2102,71,101,30,21,335,376,2326,2090,,,,,,,,,,,2014-OR-Jefferson,16
160,41,33,2014,Josephine County,OR,9.2,41,33,OR,Josephine,16921,20.6,37230,52,11,41,50,83435,40781,42654,38119,39928,239,185,667,618,310,478,83,89,1363,1356,2968,2797,,,,,,,,,,,2014-OR-Josephine,17.3
161,41,35,2014,Klamath County,OR,9.2,41,35,OR,Klamath,14092,21.9,39234,,,,50,65333,32601,32732,29121,29208,303,241,1580,1565,290,363,62,52,1245,1303,4097,3723,56,5,10,9,32,878,298,488,92,11,2014-OR-Klamath,19.6
162,41,37,2014,Lake County,OR,9.4,41,37,OR,Lake,1429,19.3,40328,21,21,0,50,7828,4158,3670,3843,3406,38,12,97,74,34,52,7,5,139,121,281,313,,,,,,,,,,,2014-OR-Lake,18.3
163,41,39,2014,Lane County,OR,6.8,41,39,OR,Lane,64722,18.4,44976,256,60,196,50,358273,176363,181910,158887,163976,2286,1576,2673,2574,4545,5727,483,399,7489,7658,14962,14415,,,,,,,,,,,2014-OR-Lane,28.2
164,41,41,2014,Lincoln County,OR,7.7,41,41,OR,Lincoln,8628,18.8,40226,87,27,60,50,46383,22446,23937,20246,21566,210,119,915,971,230,355,40,46,805,880,2087,1952,51,0,8,5,38,437,144,267,26,4,2014-OR-Lincoln,24.3
165,41,43,2014,Linn County,OR,8,41,43,OR,Linn,22559,19.1,44358,180,59,121,50,119095,58815,60280,54966,56308,443,337,942,960,518,763,107,99,1839,1813,5175,4738,23,1,8,6,8,1069,293,685,91,,2014-OR-Linn,17.5
166,41,45,2014,Malheur County,OR,7.8,41,45,OR,Malheur,7756,28.7,35094,58,50,8,50,30354,16471,13883,15113,12922,358,100,341,261,278,247,26,30,355,323,5321,4627,5,2,0,1,2,101,23,74,4,0,2014-OR-Malheur,13.7
167,41,47,2014,Marion County,OR,7.2,41,47,OR,Marion,56064,17.7,48554,342,89,253,50,324473,161568,162905,144494,146166,2780,1817,4308,4029,3328,4027,1444,1560,5214,5306,43317,39761,62,1,18,15,28,2229,409,1521,299,,2014-OR-Marion,21.7
168,41,49,2014,Morrow County,OR,6.8,41,49,OR,Morrow,1824,16.3,51839,31,17,14,50,11095,5714,5381,5371,5027,63,46,103,110,22,40,13,18,142,140,2044,1787,,,,,,,,,,,2014-OR-Morrow,10.2
169,41,51,2014,Multnomah County,OR,5.8,41,51,OR,Multnomah,141562,18.6,53519,737,104,633,50,779002,385614,393388,310859,314565,22865,22745,5985,5372,26299,30725,2613,2459,16993,17522,45160,41264,108,0,6,16,86,904,130,725,49,,2014-OR-Multnomah,40.3
170,41,53,2014,Polk County,OR,6.7,41,53,OR,Polk,10721,14.1,52626,43,13,30,50,77702,37752,39950,34184,36284,367,266,969,1026,695,891,149,125,1388,1358,5222,4868,35,1,3,0,31,224,70,130,24,0,2014-OR-Polk,28.9
171,41,55,2014,Sherman County,OR,7.3,41,55,OR,Sherman,241,14.2,53277,7,6,1,50,1715,861,854,812,808,8,3,23,22,1,4,1,0,16,17,56,49,1,0,0,0,1,17,4,13,0,,2014-OR-Sherman,18.5
172,41,57,2014,Tillamook County,OR,6.8,41,57,OR,Tillamook,4347,17.5,41662,79,48,31,50,25314,12757,12557,11979,11827,89,41,203,184,106,146,33,36,347,323,1325,1181,10,1,1,1,7,270,64,188,18,0,2014-OR-Tillamook,19.5
173,41,59,2014,Umatilla County,OR,7.6,41,59,OR,Umatilla,13041,18,44780,95,62,33,50,76711,40012,36699,36371,33469,575,210,1641,1583,393,465,84,81,948,891,10590,9042,,,,,,,,,,,2014-OR-Umatilla,15.8
174,41,61,2014,Union County,OR,7.1,41,61,OR,Union,4418,17.7,44841,30,16,14,50,25645,12637,13008,11788,12220,114,52,146,148,122,168,171,133,296,287,560,570,15,0,1,0,14,169,28,136,5,1,2014-OR-Union,22.7
175,41,63,2014,Wallowa County,OR,9.8,41,63,OR,Wallowa,1063,15.8,39743,12,12,0,50,6778,3319,3459,3195,3314,14,16,34,28,10,19,4,5,62,77,99,81,0,0,0,0,0,34,11,22,1,2,2014-OR-Wallowa,25.1
176,41,65,2014,Wasco County,OR,6.4,41,65,OR,Wasco,4192,16.8,44010,30,17,13,50,25276,12593,12683,11479,11601,94,70,548,512,96,142,92,83,284,275,2261,2010,,,,,,,,,,,2014-OR-Wasco,18.7
177,41,67,2014,Washington County,OR,5.5,41,67,OR,Washington,69403,12.5,66315,560,258,302,50,562552,277358,285194,227896,234010,6577,5436,3180,3158,26900,29515,1494,1471,11311,11604,46402,44488,322,2,78,51,191,2464,480,1800,184,,2014-OR-Washington,39.7
178,41,69,2014,Wheeler County,OR,6.1,41,69,OR,Wheeler,315,23.3,33387,3,3,0,50,1351,675,676,635,624,1,2,14,9,3,6,2,3,20,32,47,29,,,,,,,,,,,2014-OR-Wheeler,16.1
179,41,71,2014,Yamhill County,OR,6.3,41,71,OR,Yamhill,14772,15.4,52903,88,68,20,50,100850,50449,50401,46236,46578,710,367,1075,863,815,980,147,66,1466,1547,8466,7141,39,0,14,2,23,531,139,351,41,6,2014-OR-Yamhill,22.4
180,41,1,2015,Baker County,OR,6.6,41,1,OR,Baker,2393,15.3,40855,38,32,6,50,15899,8067,7832,7624,7410,66,34,115,106,48,71,7,7,207,204,316,318,7,0,0,0,7,52,18,32,2,0,2015-OR-Baker,20.6
181,41,3,2015,Benton County,OR,4.1,41,3,OR,Benton,15272,18.3,54773,81,64,17,50,88443,44402,44041,38721,38615,609,416,374,412,2987,2820,129,118,1582,1660,3160,3146,22,1,6,1,14,187,57,122,8,5,2015-OR-Benton,52.8
182,41,5,2015,Clackamas County,OR,5,41,5,OR,Clackamas,37507,9.4,69523,442,340,102,50,399852,196616,203236,177350,182810,2330,1830,2128,2157,7819,9318,606,511,6383,6610,17258,16421,,,,,,,,,,,2015-OR-Clackamas,33.1
183,41,7,2015,Clatsop County,OR,5.3,41,7,OR,Clatsop,5176,13.9,47340,51,24,27,50,37848,18739,19109,17477,17782,149,139,238,264,268,343,64,51,543,530,1597,1568,14,0,1,2,11,212,63,129,20,3,2015-OR-Clatsop,23.6
184,41,9,2015,Columbia County,OR,7,41,9,OR,Columbia,6595,13.4,52060,42,33,9,50,49671,24841,24830,23197,23082,162,131,351,350,173,348,55,56,903,863,1228,1146,,,,,,,,,,,2015-OR-Columbia,18.2
185,41,11,2015,Coos County,OR,7.3,41,11,OR,Coos,11562,18.7,38934,90,65,25,50,62696,30903,31793,28124,28799,238,169,850,925,285,481,63,102,1343,1317,2001,1988,21,0,2,6,13,541,151,347,43,5,2015-OR-Coos,18.3
186,41,13,2015,Crook County,OR,8.2,41,13,OR,Crook,3423,15.9,45046,32,25,7,50,21465,10628,10837,10181,10289,37,32,151,182,48,92,10,6,201,236,822,765,,,,,,,,,,,2015-OR-Crook,15.5
187,41,15,2015,Curry County,OR,8,41,15,OR,Curry,3828,17.2,38126,29,12,17,50,22329,10971,11358,10173,10496,55,40,283,274,73,137,13,13,374,398,818,733,,,,,,,,,,,2015-OR-Curry,23.5
188,41,17,2015,Deschutes County,OR,5.7,41,17,OR,Deschutes,23298,13.4,56911,227,157,70,50,174392,86019,88373,81474,83704,520,325,1002,935,765,1104,142,120,2116,2185,6616,6774,94,0,15,5,74,652,170,436,46,5,2015-OR-Deschutes,32.6
189,41,19,2015,Douglas County,OR,7.3,41,19,OR,Douglas,20707,19.5,41696,139,104,35,50,107260,52830,54430,49239,50598,272,207,1120,1065,449,702,98,76,1652,1782,2934,2978,,,,,,,,,,,2015-OR-Douglas,15.7
190,41,21,2015,Gilliam County,OR,6.3,41,21,OR,Gilliam,236,12.9,50694,7,6,1,50,1866,940,926,890,883,3,2,15,9,6,7,4,6,22,19,67,57,,,,,,,,,,,2015-OR-Gilliam,16.1
191,41,23,2015,Grant County,OR,8.5,41,23,OR,Grant,1163,16.4,43105,15,15,0,50,7209,3624,3585,3437,3397,11,4,64,53,18,23,2,7,92,101,136,130,0,0,0,0,0,27,2,25,0,0,2015-OR-Grant,19.1
192,41,25,2015,Harney County,OR,7,41,25,OR,Harney,1147,16.3,40468,18,12,6,50,7154,3603,3551,3309,3255,35,22,130,147,14,23,0,1,115,103,205,168,4,0,1,0,3,12,6,5,1,1,2015-OR-Harney,17
193,41,27,2015,Hood River County,OR,4.6,41,27,OR,Hood River,2624,11.5,53726,36,18,18,50,22925,11483,11442,10812,10756,83,55,149,123,166,197,29,29,244,282,3759,3348,17,0,1,2,14,137,44,84,9,1,2015-OR-Hood River,31.7
194,41,29,2015,Jackson County,OR,6.6,41,29,OR,Jackson,40427,19.3,44855,163,116,47,50,211587,103135,108452,95395,100614,1084,645,1741,1602,1153,1729,333,373,3429,3489,13328,12391,180,3,21,12,144,1449,423,888,138,9,2015-OR-Jackson,25.6
195,41,31,2015,Jefferson County,OR,7.1,41,31,OR,Jefferson,4748,21.9,42325,39,33,6,50,22540,11682,10858,8815,8171,151,99,2261,2106,74,101,36,22,345,359,2409,2163,14,0,3,2,9,173,47,108,18,2,2015-OR-Jefferson,16
