Unnamed: 0,Code.1,Code.2,Year,County,State,Unrate,State FIPS Code,County FIPS Code,State_y,County_y,"Poverty Estimate, All Ages","Poverty Percent, All Ages",Median Household Income,Total law enforcement employees,Total officers,Total civilians,SUMLEV,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,H_MALE,H_FEMALE,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson,id,25_collegedegree_higher
96,53,37,2012,Kittitas County,WA,8.1,53,37,WA,Kittitas,7546,19.2,43649,64,33,31,50,41636,20988,20648,19380,19029,265,205,233,241,424,523,40,48,646,602,1731,1680,8,0,2,0,6,258,92,142,24,2,2012-WA-Kittitas,31.7
97,53,39,2012,Klickitat County,WA,9.4,53,39,WA,Klickitat,3542,17.2,46001,39,18,21,50,20640,10417,10223,9709,9484,60,45,291,270,49,102,22,16,286,306,1219,1137,,,,,,,,,,,2012-WA-Klickitat,18.9
98,53,41,2012,Lewis County,WA,11,53,41,WA,Lewis,12416,16.7,42993,55,39,16,50,75452,37690,37762,35104,35274,330,172,713,698,291,458,100,73,1152,1087,3715,3260,47,1,5,1,40,696,296,354,46,3,2012-WA-Lewis,14.9
99,53,43,2012,Lincoln County,WA,6.6,53,43,WA,Lincoln,1478,14.3,46603,14,14,0,50,10430,5240,5190,4978,4919,15,15,99,88,14,36,2,4,132,128,137,139,9,0,0,0,9,153,45,97,11,2,2012-WA-Lincoln,19.2
100,53,45,2012,Mason County,WA,10,53,45,WA,Mason,9525,16.4,48539,95,47,48,50,60689,31314,29375,27817,26164,588,199,1382,1247,260,488,131,140,1136,1137,2877,2283,102,4,10,11,77,1687,718,782,187,6,2012-WA-Mason,18.3
101,53,47,2012,Okanogan County,WA,8.7,53,47,WA,Okanogan,8931,22,38537,34,29,5,50,41176,20798,20378,17260,16825,195,119,2562,2599,132,210,44,35,605,590,4058,3518,43,0,6,3,34,418,173,207,38,3,2012-WA-Okanogan,17.6
102,53,49,2012,Pacific County,WA,11.1,53,49,WA,Pacific,3561,17.5,37774,46,18,28,50,20591,10311,10280,9310,9347,90,73,296,281,219,218,9,15,387,346,974,788,,,,,,,,,,,2012-WA-Pacific,16.7
103,53,51,2012,Pend Oreille County,WA,11.7,53,51,WA,Pend Oreille,2572,20,40304,19,16,3,50,13007,6603,6404,6061,5891,45,25,279,246,26,54,7,9,185,179,229,228,19,3,3,1,12,477,161,282,34,0,2012-WA-Pend Oreille,17.1
104,53,53,2012,Pierce County,WA,8.5,53,53,WA,Pierce,101706,12.8,57542,363,302,61,50,815772,405629,410143,312752,313971,31647,27336,6913,6782,21940,28994,5745,5831,26632,27229,40591,38185,1000,17,102,198,683,9990,3663,5233,1094,46,2012-WA-Pierce,23.6
105,53,55,2012,San Juan County,WA,5.9,53,55,WA,San Juan,1900,12.1,51224,33,20,13,50,15806,7667,8139,7276,7718,47,43,69,67,72,134,6,12,197,165,448,429,13,0,4,0,9,216,73,132,11,0,2012-WA-San Juan,44.8
106,53,57,2012,Skagit County,WA,8.8,53,57,WA,Skagit,17004,14.6,52886,100,49,51,50,117716,58204,59512,53226,54397,587,424,1552,1599,1057,1319,193,158,1589,1615,10313,9968,95,1,12,8,74,1382,538,774,70,11,2012-WA-Skagit,23.6
107,53,59,2012,Skamania County,WA,9.7,53,59,WA,Skamania,1624,14.6,53669,23,19,4,50,11205,5686,5519,5358,5157,37,21,84,115,47,65,2,10,158,151,325,300,13,0,6,0,7,114,37,71,6,0,2012-WA-Skamania,22.5
108,53,61,2012,Snohomish County,WA,7.4,53,61,WA,Snohomish,74394,10.3,67068,337,270,67,50,732239,366492,365747,297785,295787,12091,9136,5682,5784,33079,37433,1991,1693,15864,15914,35477,32444,,,,,,,,,,,2012-WA-Snohomish,28.8
109,53,63,2012,Spokane County,WA,8.3,53,63,WA,Spokane,73788,16,47531,179,120,59,50,475605,235209,240396,211925,217095,5109,3463,3969,4148,4641,5994,933,1014,8632,8682,11971,11263,147,4,19,36,88,3985,1248,2407,330,19,2012-WA-Spokane,28.7
110,53,65,2012,Stevens County,WA,10.8,53,65,WA,Stevens,7965,18.5,39948,30,26,4,50,43494,21762,21732,19587,19480,106,93,1269,1219,84,185,37,46,679,709,632,674,26,0,4,0,22,610,268,292,50,1,2012-WA-Stevens,18.9
111,53,67,2012,Thurston County,WA,7.7,53,67,WA,Thurston,31087,12.2,58556,106,84,22,50,258613,126403,132210,106093,110595,4482,3514,2163,2123,6179,8147,1156,1124,6330,6707,10221,9707,258,1,30,24,203,2832,1174,1457,201,21,2012-WA-Thurston,32
112,53,69,2012,Wahkiakum County,WA,11.7,53,69,WA,Wahkiakum,539,13.7,49346,16,7,9,50,3996,1999,1997,1888,1876,6,7,36,24,12,26,6,3,51,61,61,76,3,0,0,0,3,2,1,0,1,0,2012-WA-Wahkiakum,16.7
113,53,71,2012,Walla Walla County,WA,6.8,53,71,WA,Walla Walla,10306,18.7,45225,56,27,29,50,59342,30044,29298,27577,27309,863,275,431,369,365,542,97,83,711,720,6287,5925,17,0,1,3,13,443,144,281,18,3,2012-WA-Walla Walla,25.7
114,53,73,2012,Whatcom County,WA,7.5,53,73,WA,Whatcom,32202,16.1,51509,104,84,20,50,204902,101444,103458,89112,90974,1396,906,3340,3194,3702,4444,301,289,3593,3651,8790,8359,158,1,35,7,115,1130,412,648,70,11,2012-WA-Whatcom,31.9
115,53,75,2012,Whitman County,WA,6,53,75,WA,Whitman,12848,32.3,32276,20,16,4,50,46660,23707,22953,20228,19538,517,455,182,158,1895,1828,76,68,809,906,1198,1192,6,1,2,0,3,102,30,64,8,2,2012-WA-Whitman,48.8
116,53,77,2012,Yakima County,WA,9.7,53,77,WA,Yakima,55498,22.8,43428,108,57,51,50,246064,123025,123039,108507,108717,1877,1558,7566,7354,1545,1815,278,253,3252,3342,58649,55654,125,4,11,25,85,1992,876,854,262,33,2012-WA-Yakima,15.9
117,53,1,2013,Adams County,WA,8.2,53,1,WA,Adams,3310,17.6,45171,32,14,18,50,19080,9718,9362,8806,8489,157,114,476,478,110,146,13,4,156,131,6007,5667,24,2,5,1,16,310,119,157,34,4,2013-WA-Adams,14
118,53,3,2013,Asotin County,WA,6.5,53,3,WA,Asotin,3677,16.8,42842,13,11,2,50,22167,10707,11460,10139,10805,65,48,173,208,63,121,15,20,252,258,376,408,25,0,2,3,20,187,46,131,10,0,2013-WA-Asotin,17.8
119,53,5,2013,Benton County,WA,8.7,53,5,WA,Benton,24056,13.2,59264,204,168,36,50,184362,92207,92155,84000,84034,1657,1313,1139,1095,2665,2989,201,187,2545,2537,18699,17933,53,2,5,4,42,490,153,290,47,2,2013-WA-Benton,28.9
120,53,7,2013,Chelan County,WA,7.1,53,7,WA,Chelan,11715,16,50033,72,58,14,50,73723,36722,37001,34497,34734,294,286,664,662,334,465,108,78,825,776,10355,9471,42,0,4,3,35,486,147,307,32,0,2013-WA-Chelan,23.9
121,53,9,2013,Clallam County,WA,9.4,53,9,WA,Clallam,12364,17.5,46531,42,35,7,50,72091,35771,36320,31400,32082,548,187,2056,1968,405,689,65,57,1297,1337,2234,1893,66,0,12,4,50,874,303,523,48,1,2013-WA-Clallam,24.2
122,53,11,2013,Clark County,WA,8.3,53,11,WA,Clark,55277,12.6,57886,207,131,76,50,441591,217741,223850,191308,196251,4914,4195,2373,2355,8995,10572,1810,1770,8341,8707,18615,18198,245,1,26,39,179,3390,910,2040,440,33,2013-WA-Clark,26
123,53,13,2013,Columbia County,WA,7.8,53,13,WA,Columbia,675,17,42332,10,9,1,50,4002,1994,2008,1889,1883,13,10,28,38,12,20,7,9,45,48,120,133,3,0,1,0,2,213,54,156,3,0,2013-WA-Columbia,17.2
124,53,15,2013,Cowlitz County,WA,9.6,53,15,WA,Cowlitz,15944,15.9,48447,48,42,6,50,101497,50274,51223,46214,47168,521,338,1055,997,685,938,155,151,1644,1631,4368,4052,90,1,40,4,45,592,229,310,53,2,2013-WA-Cowlitz,15.4
125,53,17,2013,Douglas County,WA,8.1,53,17,WA,Douglas,5666,14.4,49293,34,27,7,50,39379,19792,19587,18535,18422,151,136,441,368,177,218,56,48,432,395,6253,5555,15,0,2,2,11,419,139,243,37,0,2013-WA-Douglas,17.3
126,53,19,2013,Ferry County,WA,13.2,53,19,WA,Ferry,1667,22.1,38302,25,8,17,50,7598,3910,3688,3013,2805,30,16,644,637,28,40,6,10,189,180,167,128,8,0,5,0,3,43,25,16,2,0,2013-WA-Ferry,16.1
127,53,21,2013,Franklin County,WA,9.2,53,21,WA,Franklin,14245,17.1,52720,27,25,2,50,86441,44944,41497,40683,37795,1471,949,746,611,902,978,191,164,951,1000,22932,21492,24,1,3,1,19,191,50,129,12,7,2013-WA-Franklin,15
128,53,23,2013,Garfield County,WA,7.2,53,23,WA,Garfield,336,15.1,46157,14,7,7,50,2239,1097,1142,1056,1084,2,0,3,4,13,27,0,0,23,27,59,44,3,0,0,0,3,51,7,40,4,0,2013-WA-Garfield,22.7
129,53,25,2013,Grant County,WA,8.5,53,25,WA,Grant,16631,18.4,46065,76,49,27,50,91698,46378,45320,43004,42030,889,695,934,902,438,528,87,87,1026,1078,18854,17496,95,1,20,11,63,1462,434,873,155,10,2013-WA-Grant,14.6
130,53,27,2013,Grays Harbor County,WA,11.6,53,27,WA,Grays Harbor,13250,19.4,41791,69,57,12,50,71059,36491,34568,31942,30681,690,222,2031,1755,466,567,132,74,1230,1269,3675,3104,34,0,3,2,29,526,242,232,52,2,2013-WA-Grays Harbor,14.1
131,53,29,2013,Island County,WA,7.3,53,29,WA,Island,8359,10.9,53306,58,33,25,50,78266,38823,39443,33898,34010,1195,811,382,388,1428,2275,198,191,1722,1768,2566,2570,35,0,10,3,22,772,315,431,26,2,2013-WA-Island,31.7
132,53,31,2013,Jefferson County,WA,9.2,53,31,WA,Jefferson,3995,13.6,47709,27,22,5,50,30021,14829,15192,13577,13879,211,93,329,353,192,339,37,30,483,498,474,469,29,0,10,0,19,362,90,250,22,0,2013-WA-Jefferson,36.5
133,53,33,2013,King County,WA,4.4,53,33,WA,King,250514,12.4,71779,286,195,91,50,2047967,1021099,1026868,725782,718086,69623,66178,11052,10713,157316,172910,8310,8331,49016,50650,98780,90239,377,4,66,113,194,5291,2105,2498,688,42,2013-WA-King,46.6
134,53,35,2013,Kitsap County,WA,7.1,53,35,WA,Kitsap,27967,11.4,62516,145,115,30,50,252538,128382,124156,107964,103202,4409,2788,2232,2220,5444,7658,1248,1228,7085,7060,9316,8121,361,1,62,35,263,4084,1213,2585,286,22,2013-WA-Kitsap,29.5
135,53,37,2013,Kittitas County,WA,7.6,53,37,WA,Kittitas,7507,19,47287,70,34,36,50,41845,21048,20797,19419,19141,264,208,242,254,423,536,37,46,663,612,1742,1711,14,0,2,1,11,340,131,183,26,0,2013-WA-Kittitas,33.6
136,53,39,2013,Klickitat County,WA,9.2,53,39,WA,Klickitat,3293,15.9,47960,38,19,19,50,20873,10543,10330,9823,9606,62,44,289,271,49,99,23,22,297,288,1268,1180,8,1,0,0,7,93,54,22,17,0,2013-WA-Klickitat,19.5
137,53,41,2013,Lewis County,WA,10.4,53,41,WA,Lewis,13949,18.9,41325,52,36,16,50,74994,37487,37507,34806,35006,372,184,732,697,317,487,94,65,1166,1068,3816,3356,59,1,10,1,47,611,265,315,31,4,2013-WA-Lewis,14
138,53,43,2013,Lincoln County,WA,6.7,53,43,WA,Lincoln,1441,14.1,47895,26,14,12,50,10295,5166,5129,4914,4845,17,19,97,87,16,35,5,4,117,139,140,160,9,0,2,0,7,137,48,80,9,1,2013-WA-Lincoln,20.3
139,53,45,2013,Mason County,WA,9.8,53,45,WA,Mason,10505,18.2,46886,96,47,49,50,60480,31226,29254,27666,25985,596,191,1395,1251,260,488,139,150,1170,1189,2918,2285,82,1,13,7,61,1273,550,613,110,1,2013-WA-Mason,17.3
140,53,47,2013,Okanogan County,WA,8.4,53,47,WA,Okanogan,8789,21.7,39014,34,29,5,50,41044,20721,20323,17158,16710,183,134,2575,2597,144,239,47,35,614,608,4135,3556,34,5,4,3,22,413,155,223,35,2,2013-WA-Okanogan,16.5
141,53,49,2013,Pacific County,WA,11.1,53,49,WA,Pacific,3849,19,35703,47,18,29,50,20460,10250,10210,9221,9254,102,84,308,292,220,225,11,17,388,338,971,788,28,0,2,1,25,321,161,144,16,2,2013-WA-Pacific,17.8
142,53,51,2013,Pend Oreille County,WA,11.7,53,51,WA,Pend Oreille,2392,18.8,44882,41,16,25,50,12890,6557,6333,5988,5826,51,26,297,229,27,57,8,9,186,186,217,218,17,1,4,0,12,434,143,250,41,2,2013-WA-Pend Oreille,17.8
143,53,53,2013,Pierce County,WA,8.1,53,53,WA,Pierce,113256,14.1,57619,354,297,57,50,821307,408758,412549,314076,314709,32233,27661,7022,6921,22149,29339,5947,5987,27331,27932,41742,39212,975,10,93,182,690,9894,3263,5523,1108,59,2013-WA-Pierce,24
144,53,55,2013,San Juan County,WA,5.8,53,55,WA,San Juan,1639,10.4,56667,32,20,12,50,15867,7694,8173,7283,7726,57,48,68,67,76,137,6,13,204,182,458,433,,,,,,,,,,,2013-WA-San Juan,45.1
145,53,57,2013,Skagit County,WA,8.4,53,57,WA,Skagit,19160,16.3,52525,102,48,54,50,118270,58417,59853,53270,54540,592,446,1590,1630,1119,1378,193,163,1653,1696,10447,10203,107,3,10,17,77,1428,595,744,89,11,2013-WA-Skagit,23.6
146,53,59,2013,Skamania County,WA,9.8,53,59,WA,Skamania,1460,13,52967,21,17,4,50,11316,5769,5547,5421,5169,43,24,96,114,49,65,5,14,155,161,331,284,19,0,6,0,13,106,27,71,8,0,2013-WA-Skamania,20.8
147,53,61,2013,Snohomish County,WA,5.1,53,61,WA,Snohomish,82517,11.2,67443,335,266,69,50,744322,372996,371326,301452,298737,12737,9576,5692,5837,34493,38884,2087,1779,16535,16513,36660,33466,,,,,,,,,,,2013-WA-Snohomish,28.9
148,53,63,2013,Spokane County,WA,8,53,63,WA,Spokane,79280,17,47577,173,118,55,50,478553,236753,241800,212957,217992,5146,3562,4097,4221,4697,6007,1002,1084,8854,8934,12449,11622,167,4,28,41,94,3788,963,2451,374,10,2013-WA-Spokane,28.4
149,53,65,2013,Stevens County,WA,10.6,53,65,WA,Stevens,7115,16.5,43675,30,26,4,50,43287,21633,21654,19444,19433,111,88,1277,1212,90,190,39,44,672,687,709,727,30,2,13,3,12,505,218,241,46,2,2013-WA-Stevens,18.6
150,53,67,2013,Thurston County,WA,7.4,53,67,WA,Thurston,32383,12.5,59877,108,86,22,50,261976,128163,133813,107122,111465,4639,3724,2276,2251,6382,8329,1194,1137,6550,6907,10814,10235,244,3,31,33,177,2555,1102,1256,197,12,2013-WA-Thurston,32.3
151,53,69,2013,Wahkiakum County,WA,11.8,53,69,WA,Wahkiakum,594,14.9,46659,17,6,11,50,4002,1992,2010,1875,1858,6,9,38,29,12,30,6,3,55,81,64,89,3,0,0,0,3,28,9,17,2,0,2013-WA-Wahkiakum,14.3
152,53,71,2013,Walla Walla County,WA,7,53,71,WA,Walla Walla,9550,17.3,46294,56,27,29,50,59387,30112,29275,27558,27247,917,291,455,381,359,541,105,79,718,736,6314,5976,12,0,5,1,6,377,130,230,17,3,2013-WA-Walla Walla,26
153,53,73,2013,Whatcom County,WA,7.3,53,73,WA,Whatcom,32960,16.4,51119,180,81,99,50,206139,102158,103981,89505,91167,1407,919,3397,3253,3884,4577,302,288,3663,3777,9029,8626,157,0,30,12,115,1330,417,828,85,10,2013-WA-Whatcom,31.9
154,53,75,2013,Whitman County,WA,5.9,53,75,WA,Whitman,10618,26.4,42702,22,18,4,50,46831,23853,22978,20294,19544,547,478,178,160,1920,1820,66,64,848,912,1291,1241,14,0,4,2,8,63,22,37,4,0,2013-WA-Whitman,48.9
155,53,77,2013,Yakima County,WA,9.8,53,77,WA,Yakima,51184,21.1,41918,87,54,33,50,246395,123138,123257,108342,108500,1954,1619,7783,7640,1528,1824,288,280,3243,3394,59483,56644,108,4,11,23,70,1604,678,717,209,11,2013-WA-Yakima,15.5
156,53,1,2014,Adams County,WA,6.9,53,1,WA,Adams,3598,19,47423,35,16,19,50,19154,9757,9397,8835,8493,172,121,481,487,104,149,16,7,149,140,6046,5699,16,1,2,1,12,285,120,134,31,10,2014-WA-Adams,13.5
157,53,3,2014,Asotin County,WA,5.2,53,3,WA,Asotin,3573,16.3,44055,25,11,14,50,22235,10753,11482,10190,10806,72,54,166,203,66,128,16,23,243,268,363,407,16,0,3,0,13,185,51,122,12,0,2014-WA-Asotin,18.5
158,53,5,2014,Benton County,WA,7.3,53,5,WA,Benton,26893,14.6,58750,68,56,12,50,186535,93376,93159,84875,84714,1690,1367,1149,1115,2768,3109,215,190,2679,2664,19266,18417,43,4,7,4,28,486,186,259,41,7,2014-WA-Benton,29.2
159,53,7,2014,Chelan County,WA,6,53,7,WA,Chelan,10298,14,49174,74,59,15,50,74114,36958,37156,34658,34842,304,275,730,688,349,492,106,85,811,774,10485,9570,37,0,6,1,30,428,162,233,33,0,2014-WA-Chelan,24
160,53,9,2014,Clallam County,WA,8.2,53,9,WA,Clallam,11518,16.2,47185,41,34,7,50,72518,35935,36583,31422,32214,564,181,2103,2036,440,730,65,53,1341,1369,2368,1997,54,2,10,6,36,734,268,425,41,1,2014-WA-Clallam,24.5
161,53,11,2014,Clark County,WA,6.8,53,11,WA,Clark,44213,9.9,61747,204,129,75,50,448505,221575,226930,194086,198392,5112,4280,2472,2468,9227,10938,1871,1837,8807,9015,19643,18972,298,1,39,47,211,3083,792,1800,491,39,2014-WA-Clark,26.5
162,53,13,2014,Columbia County,WA,7,53,13,WA,Columbia,607,15.5,45465,9,8,1,50,3984,1964,2020,1856,1880,16,12,30,37,11,23,7,21,44,47,135,142,0,0,0,0,0,127,38,84,5,0,2014-WA-Columbia,20.4
163,53,15,2014,Cowlitz County,WA,7.8,53,15,WA,Cowlitz,20701,20.6,44235,46,40,6,50,101811,50342,51469,46179,47332,555,390,1090,1008,683,941,158,177,1677,1621,4471,4131,69,0,29,3,37,474,173,253,48,2,2014-WA-Cowlitz,15.6
164,53,17,2014,Douglas County,WA,6.9,53,17,WA,Douglas,6120,15.5,51151,32,27,5,50,39757,20081,19676,18775,18438,161,153,433,392,199,231,59,48,454,414,6397,5642,19,0,6,2,11,404,123,237,44,4,2014-WA-Douglas,17.3
165,53,19,2014,Ferry County,WA,11.1,53,19,WA,Ferry,1700,22.4,39992,26,9,17,50,7597,3906,3691,3014,2803,36,15,640,647,28,38,7,10,181,178,173,140,7,0,0,0,7,30,15,14,1,0,2014-WA-Ferry,15.7
166,53,21,2014,Franklin County,WA,8.1,53,21,WA,Franklin,14661,17.3,55006,27,25,2,50,87640,45410,42230,40988,38379,1523,1013,763,629,943,996,189,171,1004,1042,23384,22072,23,0,3,2,18,132,28,92,12,4,2014-WA-Franklin,15.4
167,53,23,2014,Garfield County,WA,6.5,53,23,WA,Garfield,310,14.2,46404,12,6,6,50,2202,1075,1127,1033,1065,2,0,3,6,13,29,0,0,24,27,57,46,2,0,0,0,2,38,9,26,3,0,2014-WA-Garfield,21.9
168,53,25,2014,Grant County,WA,7.2,53,25,WA,Grant,14508,15.8,50388,72,48,24,50,92898,47055,45843,43629,42468,902,705,942,965,462,504,93,99,1027,1102,19326,17961,103,1,9,7,86,1302,362,768,172,14,2014-WA-Grant,15.5
169,53,27,2014,Grays Harbor County,WA,9.9,53,27,WA,Grays Harbor,13322,19.6,43205,73,61,12,50,70796,36420,34376,31789,30449,721,218,2049,1758,456,565,135,82,1270,1304,3693,3087,55,0,4,4,47,398,158,224,16,2,2014-WA-Grays Harbor,15
170,53,29,2014,Island County,WA,6.4,53,29,WA,Island,7964,10.3,59358,63,36,27,50,78777,39133,39644,34031,34059,1274,866,389,403,1479,2309,204,185,1756,1822,2694,2701,41,0,9,5,27,622,272,325,25,2,2014-WA-Island,31.7
171,53,31,2014,Jefferson County,WA,7.8,53,31,WA,Jefferson,4183,14.1,50964,48,24,24,50,30172,14857,15315,13606,13959,214,91,313,354,186,367,39,34,499,510,511,500,30,0,15,1,14,407,155,232,20,2,2014-WA-Jefferson,37.3
172,53,33,2014,King County,WA,4.5,53,33,WA,King,230750,11.3,75738,295,199,96,50,2086174,1041152,1045022,732937,723536,71039,67690,11198,10880,166541,181841,8479,8542,50958,52533,101368,93139,419,4,87,121,207,5167,1971,2410,786,58,2014-WA-King,47.1
173,53,35,2014,Kitsap County,WA,5.9,53,35,WA,Kitsap,27550,11.2,61898,140,113,27,50,253568,129114,124454,108429,103336,4320,2769,2283,2219,5542,7764,1238,1230,7302,7136,9600,8292,366,7,85,31,243,3953,1023,2631,299,21,2014-WA-Kitsap,30
174,53,37,2014,Kittitas County,WA,6.7,53,37,WA,Kittitas,7459,18.6,48127,72,34,38,50,42619,21462,21157,19743,19470,269,209,254,270,448,517,34,44,714,647,1826,1805,11,0,2,1,8,250,93,136,21,1,2014-WA-Kittitas,34
175,53,39,2014,Klickitat County,WA,7.5,53,39,WA,Klickitat,3029,14.6,49348,39,19,20,50,20863,10564,10299,9850,9569,59,45,296,275,56,105,21,22,282,283,1315,1186,4,0,0,1,3,92,44,38,10,0,2014-WA-Klickitat,20.6
176,53,41,2014,Lewis County,WA,8.8,53,41,WA,Lewis,12695,17.1,44243,50,36,14,50,74877,37461,37416,34756,34852,362,181,725,688,338,493,97,70,1183,1132,3922,3401,51,1,15,4,31,582,260,283,39,6,2014-WA-Lewis,14.1
177,53,43,2014,Lincoln County,WA,5.6,53,43,WA,Lincoln,1274,12.5,49955,26,15,11,50,10224,5146,5078,4880,4784,21,17,102,92,16,37,6,5,121,143,141,165,7,0,3,1,3,150,50,88,12,0,2014-WA-Lincoln,19.3
178,53,45,2014,Mason County,WA,8.1,53,45,WA,Mason,9040,15.6,52313,66,50,16,50,60613,31292,29321,27672,25946,600,201,1452,1316,259,492,124,146,1185,1220,3059,2381,101,2,2,11,86,1230,509,601,120,7,2014-WA-Mason,17.9
179,53,47,2014,Okanogan County,WA,6.9,53,47,WA,Okanogan,9427,23.2,37782,35,30,5,50,41225,20734,20491,17138,16774,171,143,2620,2654,141,270,50,36,614,614,4169,3636,44,1,4,4,35,323,106,191,26,2,2014-WA-Okanogan,17
180,53,49,2014,Pacific County,WA,9.6,53,49,WA,Pacific,3606,17.8,40189,40,14,26,50,20583,10310,10273,9226,9294,115,92,313,309,216,220,14,17,426,341,978,845,22,0,7,1,14,271,129,125,17,1,2014-WA-Pacific,16.5
181,53,51,2014,Pend Oreille County,WA,9.7,53,51,WA,Pend Oreille,2868,22.3,42579,40,16,24,50,12926,6572,6354,5980,5821,54,33,305,227,32,72,8,8,193,193,243,217,8,0,0,1,7,377,134,215,28,2,2014-WA-Pend Oreille,16.6
182,53,53,2014,Pierce County,WA,6.8,53,53,WA,Pierce,106432,13.1,60397,334,278,56,50,833106,415288,417818,317817,317539,32854,27988,7230,7191,22910,30205,6160,6207,28317,28688,43811,40740,1084,12,93,253,726,9188,3169,4785,1234,56,2014-WA-Pierce,24.2
183,53,55,2014,San Juan County,WA,4.9,53,55,WA,San Juan,2018,12.7,54721,28,18,10,50,15970,7693,8277,7263,7819,58,42,70,65,83,149,6,13,213,189,459,481,7,0,1,0,6,157,39,115,3,1,2014-WA-San Juan,45.2
184,53,57,2014,Skagit County,WA,7,53,57,WA,Skagit,18627,15.7,51395,107,53,54,50,119990,59458,60532,54082,55087,624,482,1652,1631,1189,1410,208,167,1703,1755,10837,10464,108,1,29,7,71,1221,480,663,78,9,2014-WA-Skagit,24.5
185,53,59,2014,Skamania County,WA,8,53,59,WA,Skamania,1421,12.6,52673,20,16,4,50,11387,5785,5602,5419,5203,52,24,102,125,44,66,5,15,163,169,365,331,12,0,3,3,6,109,26,72,11,1,2014-WA-Skamania,21.4
186,53,61,2014,Snohomish County,WA,5,53,61,WA,Snohomish,73930,9.9,71890,349,277,72,50,757485,379961,377524,305134,301882,13442,10088,5891,5937,36023,40522,2206,2011,17265,17084,37930,34769,438,2,62,91,283,6897,2175,3551,1171,31,2014-WA-Snohomish,29.3
187,53,63,2014,Spokane County,WA,6.8,53,63,WA,Spokane,76910,16.3,50083,185,123,62,50,483148,239409,243739,214834,219276,5282,3660,4185,4207,4815,6131,1100,1223,9193,9242,13021,12185,172,1,35,35,101,3712,971,2405,336,25,2014-WA-Spokane,28.6
188,53,65,2014,Stevens County,WA,9.1,53,65,WA,Stevens,8368,19.3,43823,30,26,4,50,43498,21663,21835,19458,19533,108,85,1282,1259,100,194,37,48,678,716,753,751,35,1,14,0,20,604,253,285,66,1,2014-WA-Stevens,17.6
189,53,67,2014,Thurston County,WA,6.3,53,67,WA,Thurston,31197,11.9,61653,99,80,19,50,265071,129766,135305,107961,112200,4835,3894,2339,2309,6604,8616,1215,1196,6812,7090,11376,10778,225,2,29,34,160,2564,1021,1333,210,5,2014-WA-Thurston,32.9
190,53,69,2014,Wahkiakum County,WA,9.4,53,69,WA,Wahkiakum,558,13.9,51022,18,7,11,50,4008,1992,2016,1864,1857,9,10,40,27,18,35,6,4,55,83,65,82,1,0,0,0,1,36,15,20,1,0,2014-WA-Wahkiakum,13.9
191,53,71,2014,Walla Walla County,WA,6,53,71,WA,Walla Walla,8682,15.7,49819,56,26,30,50,59548,30297,29251,27671,27195,943,293,467,384,368,559,117,78,731,742,6408,6031,21,1,1,0,19,343,100,222,21,3,2014-WA-Walla Walla,26.5
192,53,73,2014,Whatcom County,WA,6.4,53,73,WA,Whatcom,31842,15.7,53733,183,83,100,50,208240,103195,105045,90169,91868,1422,949,3487,3358,4025,4757,327,293,3765,3820,9395,9046,126,1,27,10,88,1215,469,676,70,11,2014-WA-Whatcom,32.4
193,53,75,2014,Whitman County,WA,5.1,53,75,WA,Whitman,11567,28.4,41837,22,18,4,50,46965,23966,22999,20298,19574,588,493,167,156,1935,1812,68,59,910,905,1357,1314,3,0,0,0,3,62,26,31,5,2,2014-WA-Whitman,47.8
194,53,77,2014,Yakima County,WA,8.4,53,77,WA,Yakima,50044,20.5,44342,76,51,25,50,246748,123356,123392,108267,108360,1992,1613,7872,7785,1601,1885,305,300,3319,3449,60286,57479,98,4,11,12,71,1584,628,767,189,11,2014-WA-Yakima,15.9
195,53,1,2015,Adams County,WA,6.7,53,1,WA,Adams,3142,16.5,48127,32,15,17,50,19208,9816,9392,8867,8471,172,124,499,492,108,153,14,7,156,145,6153,5764,17,0,2,6,9,287,117,137,33,5,2015-WA-Adams,13.6
196,53,3,2015,Asotin County,WA,4.6,53,3,WA,Asotin,3443,15.7,46573,30,13,17,50,22167,10779,11388,10197,10724,65,54,160,190,75,130,19,23,263,267,370,434,21,0,5,3,13,140,28,99,13,0,2015-WA-Asotin,18.2
197,53,5,2015,Benton County,WA,6.5,53,5,WA,Benton,26824,14.2,62698,70,57,13,50,190282,95115,95167,86312,86270,1710,1485,1166,1169,2912,3232,210,214,2805,2797,19991,19313,66,0,6,5,55,406,111,273,22,2,2015-WA-Benton,29.4
198,53,7,2015,Chelan County,WA,5.4,53,7,WA,Chelan,9458,12.7,53604,75,59,16,50,75030,37445,37585,35076,35225,320,281,743,715,355,504,108,81,843,779,10746,9798,34,0,1,1,32,532,186,313,33,2,2015-WA-Chelan,24.5
199,53,9,2015,Clallam County,WA,7.9,53,9,WA,Clallam,11195,15.6,46708,43,36,7,50,73261,36208,37053,31615,32542,579,188,2142,2072,445,767,66,60,1361,1424,2434,2141,51,0,14,4,33,778,264,472,42,4,2015-WA-Clallam,24.7
